Nombre,Institución,No. Documentos AC,No. Documentos No AC,No. Libro,No. Editor de libro,No. Capítulo de libro,No. Subcapítulo o artículo de libro,No. Árbitro o dictaminador de libro,No. Árbitro o dictaminador de capítulo de libro,No. Coordinador de libro,No. Artículo científico,No. Editor de revista,No. Miembro de comité editorial,No. Editor asignado por número especial,No. Editor asignado por artículo,No. Árbitro de artículos de revista,No. Publicaciones derivadas de eventos colectivos,No. Conferencias/Congresos/Reuniones Cientificas,"No. Organización de eventos académicos, de extensión y difusión",No. Otras participaciones en eventos,No. Evaluador de proyectos,No. Premios,No. Informe interno anual de actividades,No. Sistema Nacional de Investigadores,No. Sistema Sinaloense de Investigadores y Tecnólogos,No. Academia Mexicana de Ciencias,Colaboradores
Hernández González C.,Mazatlán,18,22,0,0,3,0,0,0,0,5,0,0,0,0,1,1,4,2,5,0,0,0,0,0,1,"{'Sánchez Gutiérrez E.Y.': 3, 'Lizarraga velazquez C.': 2, 'Flores Méndez L.': 2, 'Mesina Peña A.': 2, 'Perez Velasco R.': 1, 'Gómez Gil Rodríguez Sala B.': 2, 'Martínez Montaño E.': 2, 'González Córdova A.F.': 1, 'Rodríguez Montes de Oca G.': 1, 'Román Reyes J.': 1, 'Gómez Ávila E.': 1, 'Castañeda Farias D.': 1, 'Frías Espericueta M.G.': 1, 'Salazar Leyva J.A.': 1, 'López Peraza D.J.': 1, 'Bañuelos i.': 1, 'Tirado Osuna J.R.': 1, 'Escobedo Lozano A.': 1, 'Guerrero Ruiz C.A.': 1, 'ANTONIO G.': 1, 'Lizárraga Velázquez C.E.': 1, 'Escobedo Lozano A.Y.': 1, 'Hernández Sain J.': 2, 'T. R.': 1, 'S. M.': 1, 'Ávalos Soriano A.': 1, 'Soto López M.': 1, 'García Gasca S.A.': 1, 'Martínez Rodríguez I.E.': 1, 'Aguilar Zárate G.': 1, 'García Aguirre J.': 1, 'Abdo de la Parra M.I.': 1, 'Plascencia González H.G.': 1, 'Rodríguez Ibarra L.E.': 1, 'Domínguez Jiménez V.P.': 1, 'Sánchez Rodríguez M.A.': 1, 'López Osorio Y.': 1, 'Montijo Galindo A.': 1, 'Cervantes Escobar A.': 1, 'Puello Cruz A.C.': 1, 'Ceballos Bernal M.C.': 1, 'Hernández Cornejo R.': 1, 'Medina Guerrero R.M.': 1, 'Velasco Blanco G.': 1, 'Bolán Mejía M.C.': 1, 'Enciso Ibarra J.': 1, 'Aguilar Rendón K.': 1, 'Abad Rosales S.M.': 1, 'Marrujo López F.I.': 1, 'Lozano Olvera R.': 1, 'Santos Ballardo D.U.': 1, 'Betancourt Lozano M.': 1, 'Luna Avelar K.D.': 1, 'Morales Covarrubias M.S.': 1, 'Silva Alonso F.': 1, 'VEGA VALENZUELA M.': 1, 'Angulo García X.C.': 1, 'Durán Niebla J.A.': 1, 'Almazán Rueda P.': 1, 'Alemán Mateo H.': 1, 'Esparza Romero J.': 1, 'Calderón de la Barca Cota A.M.': 1, 'Ortega Vélez M.I.': 1, 'García Hernández J.': 1, 'López Álvarez E.E.': 1, 'Baeza Jimenez R.': 1, 'Vásquez Lara F.': 1, 'Vázquez Medina J.A.': 1, 'Montalvo Corral M.': 1, 'Chávez Mendoza C.': 1, 'Robles Sardín A.E.': 1, 'Gallegos Aguilar A.C.': 1, 'Portillo Abril G.E.': 1, 'Ponce Martínez J.A.': 1, 'Bolaños Villar A.V.': 1}"
Aguilar C.N.,Universidad Autónoma de Coahuila,1,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Chávez González M.L.': 2, 'Sepulveda L.': 4, 'ASCACIO VALDES J.A.': 4, 'Napolitano A.': 1, 'Kuddus M.': 1, 'Buenrostro Figueroa J.J.': 4, 'Esmeralda Guzmán M.': 1, 'Cerda Cejudo N.D.': 1, 'Estrada Gil L.': 1, 'Torres León C.': 1, 'De León-Medina J.': 1, 'Mata Gómez M.': 1, 'Flores Gallegos A.C.': 1, 'Rodríguez-Herrera R.': 1}"
Sepulveda L.,* Pendiente,1,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Chávez González M.L.': 2, 'ASCACIO VALDES J.A.': 4, 'Napolitano A.': 1, 'Kuddus M.': 1, 'Buenrostro Figueroa J.J.': 4, 'Aguilar C.N.': 4, 'Esmeralda Guzmán M.': 1, 'Cerda Cejudo N.D.': 1, 'Estrada Gil L.': 1, 'Torres León C.': 1, 'De León-Medina J.': 1, 'Mata Gómez M.': 1, 'Flores Gallegos A.C.': 1, 'Rodríguez-Herrera R.': 1}"
Buenrostro Figueroa J.J.,Delicias,28,38,0,0,6,0,0,0,0,7,0,0,0,0,11,6,5,0,3,0,0,0,0,0,0,"{'López Martínez L.X.': 2, 'Noriega Rodríguez J.A.': 1, 'García Galindo H.S.': 1, 'Baeza Jimenez R.': 7, 'Chávez González M.L.': 2, 'Sepulveda L.': 4, 'ASCACIO VALDES J.A.': 10, 'Napolitano A.': 1, 'Kuddus M.': 1, 'Aguilar C.N.': 4, 'Esmeralda Guzmán M.': 1, 'Tirado Gallegos J.': 1, 'Ochoa Reyes E.': 12, 'Bustillos Rodríguez J.': 1, 'Tafolla Arellano J.': 1, 'Hernández Centeno F.': 1, 'Ramirez Esparza U.': 6, 'De La Rosa Esteban A.': 1, 'Martínez Ávila G.': 2, 'Tafolla Arellano J.C.': 2, 'Rincón López L.': 1, 'Nuñez Colima J.': 1, 'Barrios Nolasco A.': 1, 'Castillo Araiza C.': 1, 'Huerta Ochoa S.': 1, 'Reyes Arreozola M.': 1, 'Prado Barragán L.A.': 2, 'Cerda Cejudo N.D.': 1, 'Estrada Gil L.': 1, 'Torres León C.': 1, 'Mendez González F.': 4, 'Loera O.': 1, 'Saucedo Castañeda G.J.': 1, 'Favela Torres E.': 1, 'Agustín Chávez M.': 3, 'Alvarado González S.M.': 6, 'García Moncayo A.': 1, 'Saenz Hidalgo H.K.': 2, 'Gonzalez Perez P.': 1, 'Muñoz Castellanos L.N.': 1, 'Sepúlveda Ahumada D.R.': 1, 'De León-Medina J.': 1, 'Mata Gómez M.': 1, 'Flores Gallegos A.C.': 1, 'Rodríguez-Herrera R.': 1, 'Becerra Reyes V.': 2, 'Aguilar Zárate P.': 2, 'De La Torre Juarez N.': 2, 'Ordoñez Cano A.': 1, 'Sepúlveda Torre L.': 1, 'Espinoza Hicks J.': 1, 'Sánchez Chávez E.': 1, 'Rodríguez Corral J.': 1, 'Gardea Béjar A.A.': 1, 'Guigón López C.': 1}"
Taddei Bringas I.C.,Desarrollo Regional,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,"{'PRECIADO RODRIGUEZ J.': 2, 'Robles Parra J.M.': 1, 'Catalán Dibene C.': 3, 'Preciado Rodríguez J.M.': 2, 'Martínez Cordero F.J.': 3}"
González Ríos H.,TAOA,3,15,0,0,1,0,0,0,0,10,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,"{'Tánori Lozano A.': 2, 'Dávila Ramírez J.': 1, 'Medrano Vázquez L.': 1, 'Hernandez Mendoza E.': 3, 'López-Romero J.': 1, 'Valenzuela Melendres M.': 7, 'Ayala Zavala J.F.': 1, 'Meza-Callado A.': 1, 'Aviles Peterson K.': 1, 'Montalvo Corral M.': 3, 'Parra Sanchez H.D.': 1, 'Barrera Silva M.': 2, 'Pinelli Saavedra A.': 4, 'Rodríguez Vásquez S.': 1, 'Gardea Béjar A.A.': 1, 'Romo Chacón A.': 1, 'García Hernández J.': 1, 'Orozco Avitia J.A.': 1, 'Peña Ramos E.A.': 2, 'Juneja V.K.': 2, 'Martínez Téllez M.A.': 3, 'Paredes Aguilar M.C.': 2, 'Aispuro Hernández E.': 1, 'Ospina Romero M.': 1, 'Peñúñuri Pacheco N.': 2, 'Moreno Garcia Y.': 1, 'Astiazarán García H.F.': 2, 'López Franco Y.L.': 1, 'Tortoledo Ortiz O.': 1, 'Pérez-Báez A.': 1, 'Dávila Ramirez J.L.': 3, 'Lizardi Mendoza J.': 1, 'Figueroa Enríquez C.': 1, 'Rodríguez Félix F.': 1, 'Ruiz Cruz S.': 1, 'Castro Enriquez D.': 1, 'Pérez Alvarez J.A.': 2, 'Tapia Hernández J.A.': 2, 'Madera Santana T.J.': 1, 'Montaño Grijalva E.': 1, 'López Peña I.': 1, 'Estrella-Osuna D.': 1, 'Ruiz-Cruz S.': 1, 'Rodríguez-Félix F.': 1, 'Figueroa-Enriquez C.': 1, 'Fernández Quiroz J.D.': 1, 'Márquez Ríos E.': 1, 'Suárez Jiménez G.M.': 1, 'Vazquez Meza M.': 1, 'González Aguilar G.A.': 1, 'Viuda Martos M.': 1, 'López Baca M.': 1, 'Muhlia Almazán A.T.': 1, 'Islava Lagarda T.Y.': 1, 'Jara Marini M.E.': 1, 'Castillo Martinez N.': 1, 'Salazar Bujanda M.M.': 1, 'Córdova Robles F.': 1, 'Esparza Romero J.': 1, 'Sandoval Petris E.': 1, 'López Robles M.G.': 1}"
Ceballos Bernal M.C.,Mazatlán,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'Castelán C.': 1, 'Angulo García X.C.': 2, 'Martínez Rodríguez I.E.': 1, 'Aguilar Zárate G.': 1, 'Hernández Sain J.': 1, 'Hernández González C.': 1, 'García Aguirre J.': 1, 'Abdo de la Parra M.I.': 1, 'Plascencia González H.G.': 1, 'Rodríguez Ibarra L.E.': 1, 'Domínguez Jiménez V.P.': 1, 'Sánchez Rodríguez M.A.': 1, 'López Osorio Y.': 1, 'Montijo Galindo A.': 1, 'Cervantes Escobar A.': 1, 'Puello Cruz A.C.': 1, 'Hernández Cornejo R.': 1, 'Medina Guerrero R.M.': 1, 'Velasco Blanco G.': 1, 'Bolán Mejía M.C.': 1, 'Enciso Ibarra J.': 1, 'Aguilar Rendón K.': 1, 'Abad Rosales S.M.': 1, 'Marrujo López F.I.': 1, 'Lozano Olvera R.': 1, 'Santos Ballardo D.U.': 1, 'Betancourt Lozano M.': 1, 'Luna Avelar K.D.': 1, 'Morales Covarrubias M.S.': 1, 'Silva Alonso F.': 1, 'VEGA VALENZUELA M.': 1, 'Durán Niebla J.A.': 1, 'Almazán Rueda P.': 1}"
Chaidez Quiroz C.,Culiacán,7,23,0,0,1,0,0,0,0,10,0,0,0,0,0,4,6,2,0,0,0,0,0,0,0,"{'González Gómez J.': 7, 'Orozco Ochoa A.': 1, 'Sánchez Armenta C.': 1, 'Gurrola Ramírez A.': 1, 'Navarro Ocaña A.': 1, 'Medrano Félix J.A.': 7, 'González López I.': 4, 'Silva Beltrán N.P.': 1, 'Castro Del Campo N.': 12, 'López Cuevas O.': 5, 'Garrido Palazuelos L.': 4, 'Aguirre Sánchez J.': 3, 'González Torres B.': 4, 'Castro del Campo N.': 1, 'Martínez Torres A.': 1, 'Querol-Audi J.': 4, 'Prieto Alvarado R.': 1, 'Rodríguez-Arellano S.': 2, 'Gómez Gil Rodríguez Sala B.': 2, 'Vergara Jiménez M.J.': 2, 'Vélez de la Rocha R.': 1, 'Sañudo Barajas J.A.': 1, 'Cárdenas Torres F.I.': 1, 'Terán Cabanillas E.': 1, 'Bravo Pérez D.': 1, 'Hernández Zepeda C.': 2, 'Pérez-Brito D.': 1, 'Minero-García Y.': 1, 'Rosiles González G.': 1, 'Moreno Valenzuela O.A.': 1, 'Lira Morales J.': 1, 'Martínez Rodríguez C.I.': 1, 'Ednner V.': 1, 'Medina Sanchez J.': 1, 'Martínez A.': 1, 'Martínez Torres A.O.': 3, 'Guerra Rodríguez J.': 1, 'Verdugo Arredondo V.': 1, 'Mukhtar M.': 2, 'Ali-Khan S.': 1, 'Ahmed-Khan H.': 2, 'Aguirre Sánchez J.R.': 2, 'Sanchez Armenta C.': 1, 'Valdez Torres J.B.': 1, 'Hernandez Cepeda C.': 1, 'Bastidas Bastidas P.J.': 1, 'Vergara Jiménez M.': 1, 'González Gómez J.P.': 3, 'González Ávila M.': 1, 'Montalvo-Juarez M.': 2, 'Ramírez A.': 2, 'Hall F.G.': 2, 'Mejía F.': 2, 'Cornejo H.': 2, 'Ahumada Ruiz S.': 1, 'Castro N.': 1, 'López Camacho G.': 1, 'Aguirre-Sanchez J.': 1, 'Lira Morales J.D.': 1}"
Sánchez Chávez E.,Delicias,30,57,0,0,1,0,0,0,0,21,0,2,0,0,1,5,23,1,0,1,2,0,0,0,0,"{'Palacio Márquez A.': 3, 'Ramírez Estrada C.': 15, 'Chávez Mendoza C.': 14, 'Flores Córdova M.A.': 4, 'Pérez Álvarez  S.': 24, 'Yáñez Muñoz R.M.': 4, 'Sariñana Navarrete M.': 1, 'Benavides Mendoza A.': 2, 'González Morales S.': 1, 'Juárez Maldonado A.': 1, 'Preciado Rangel P.': 4, 'Cadenas-Pliego G.': 1, 'Antonio Bautista A.': 1, 'Morelos Moreno A.': 1, 'Hernández Figueroa K.': 2, 'Anchondo Paez J.': 12, 'Ojeda Barrios D.L.': 5, 'Salcido Martínez A.': 3, 'Ochoa Chaparro E.': 7, 'Magaña González M.': 1, 'Escobedo Bonilla C.M.': 4, 'Rascón Solano J.': 9, 'Hernández Campos R.': 2, 'Magallanes Tapia M.A.': 5, 'FELIX J.': 1, 'Tosquy Valle O.': 1, 'Márquez Quiroz C.': 1, 'De la Cruz Lázaro E.': 1, 'Muñoz Márquez E.': 17, 'Acosta Slane D.': 1, 'González Franco A.C.': 1, 'Hernández Huerta J.': 1, 'Castillo Michel H.': 1, 'Reyes Herrera J.': 1, 'Valles Aragón M.C.': 1, 'Valencia Vázquez B.': 1, 'Rivas Lucero B.A.': 1, 'Soto Parra  J.M.': 4, 'Pérez Leal  R.': 4, 'Ochoa-Chaparro E.': 1, 'Castruita Esparza L.': 3, 'Patiño Cruz J.': 3, 'Franco Lagos C.': 4, 'Cruz Álvarez O.': 1, 'Hernández Rodríguez A.': 1, 'Parra Quezada R.Á.': 1, 'Ciscomani Larios J.P.': 1, 'Martínez Damián M.': 1, 'Jiménez Leyva J.': 1, 'Gutiérrez Saldaña A.H.': 1, 'Orozco Avitia J.A.': 1, 'Vargas Rosales G.': 1, 'Morales Estrada R.': 1, 'Soto Córdova F.J.': 1, 'Martínez Téllez M.A.': 1, 'Esqueda Valle M.C.': 1, 'García García S.': 5, 'Leyva Hernádez H.': 1, 'Mujica Pérez Y.': 1, 'Uranga Valencia L.': 8, 'Fortis Hernández M.': 2, 'Gaucín Delgado J.M.': 2, 'González Avalos R.': 1, 'HErmosillo Alba M.': 1, 'Peña Revuelta B.': 1, 'Guillén Enríquez R.': 1, 'Andrade Sifuentes A.': 1, 'Rodríguez Ortiz J.C.': 1, 'Saenz Hidalgo H.K.': 2, 'Orduño Cruz N.': 1, 'MAHENDRA R.': 1, 'Olalde-Portugal V.': 2, 'Avila Quezada G.D.': 2, 'Romero L.': 2, 'Mendoza Zavaleta M.': 4, 'Chavez Medina J.A.': 2, 'Guevara Aguilar A.': 5, 'Noperi Mosqueda  L.': 3, 'Medellin Bagues J.': 2, 'Palma Guerrero M.': 1, 'Cabezas Pérez D.': 1, 'Villarreal Ramírez V.': 2, 'Reyes Chavarria G.': 1, 'Agustín Chávez M.': 1, 'ASCACIO VALDES J.A.': 1, 'Baeza Jimenez R.': 1, 'Buenrostro Figueroa J.J.': 1, 'Moncayo Najera Y.': 1, 'Porras Flores D.A.': 1, 'Alonso Villegas R.': 1, 'Alvarez Monge A.': 1, 'Díaz Baca M.': 1, 'Valdez Morales R.': 1, 'García Espinoza D.': 1, 'Jacobo Cuellar J.L.': 1, 'Ojeda D.': 1}"
Ayala Zavala J.F.,TAOV,16,40,0,0,8,0,0,0,0,20,0,0,0,0,1,2,8,1,0,0,0,0,0,0,0,"{'Flores Figueroa L.': 1, 'Enciso Martínez Y.': 7, 'Martínez Miranda X.': 1, 'Palomares Navarro J.': 1, 'Vázquez Armenta F.J.': 4, 'Lopez Zavala A.': 1, 'Tapia Rodríguez M.R.': 7, 'Gutiérrez Pacheco M.': 2, 'Encinas Basurto D.': 1, 'Bernal Mercado A.': 4, 'Othon Diaz E.': 3, 'Beltran Martinez M.': 3, 'Cantú Soto E.U.': 2, 'López Romero J.C.': 2, 'García Galaz A.': 2, 'Silva Espinoza B.A.': 2, 'Fimbres Garcia J.': 2, 'Flores Sauceda M.': 2, 'Montes Sandoval K.': 1, 'Heredia Sandoval N.': 1, 'Gutiérrez Pacheco S.': 2, 'Zuñiga Martinez B.': 6, 'Álvarez Armenta A.': 1, 'Ortega Ramirez L.A.': 1, 'López-Romero J.': 1, 'González Ríos H.': 1, 'Valenzuela Melendres M.': 1, 'Meza-Callado A.': 1, 'Dominguez Avila J.A.': 6, 'Robles Sánchez R.M.': 4, 'Viuda Martos M.': 4, 'López Díaz J.A.': 1, 'Villegas Ochoa M.A.': 4, 'Torres García G.': 1, 'González Aguilar G.A.': 12, 'Eshaghi R.': 1, 'Mohsenzadeh M.': 1, 'Yescas-Zazueta V.': 1, 'Rocha-Gracia R.': 1, 'González-Bonilla C.': 1, 'Carreón-León E.': 1, 'González Corona B.': 1, 'Valencia D.': 2, 'Ballesteros Monrreal M.': 3, 'Barrios Villa E.': 3, 'Siddiqui M.': 1, 'Homa F.': 1, 'Singh D.': 1, 'Irfan M.': 1, 'Pal A.': 1, 'Silveira A.': 1, 'Ribeiro L.': 1, 'F. Sampaio L.': 1, 'N. Lima A.': 1, 'Alves Filho E.': 1, 'Ribeiro': 1, 'b P.': 1, 'Canuto K.': 1, 'H. Moura C.': 1, 'Oliveira L.': 1, 'Alvarez Armenta A.': 1, 'Guerrero Encinas I.': 4, 'González González J.': 3, 'Morales Figueroa G.G.': 3, 'López-Mata M.': 2, 'Ledesma-Osuna A.': 1, 'Rivas Cáceres R.': 2, 'Quihui Cota L.': 5, 'Servín de la Mora López D.': 1, 'Madera Santana T.J.': 1, 'Olivera Castillo L.': 1, 'Castillo Ortega M.M.': 1, 'López Cervantes J.': 1, 'Sánchez Machado D.': 1, 'Soto Valdez H.': 1, 'Acuña Juanz A.': 1, 'Astiazarán García H.F.': 2, 'López Mata M.A.': 2, 'Lizardi Mendoza J.': 2, 'Pérez Morales R.': 2, 'Perez Delgado F.': 1, 'García Villa M.D.': 1, 'Fernandez Quiroz D.': 1, 'Martínez Martínez A.': 1, 'Montiel Herrera M.': 2, 'Gómez Alvarez A.': 1, 'Robles Zepeda R.E.': 1, 'Torres Moreno H.': 1, 'Pinto L.': 1, 'González Pérez C.': 1, 'Aispuro Hernández E.': 1, 'Sánchez-Sánchez M.': 1, 'Rochín Wong C.S.': 1, 'Tánori Córdova J.': 1, 'Vargas Arispuro I.C.': 1, 'Hernández Mendoza A.': 2, 'Martínez Téllez M.A.': 3, 'Acuña Pacheco L.': 1, 'Moreno Robles A.': 1, 'Plasencia Jatomea M.': 1, 'Del Toro Sánchez C.': 1, 'Tapia Hernández J.A.': 1, 'Moreno Vázquez M.': 1, 'Graciano Verdugo A.': 1, 'Castillo-Romero T.': 1, 'González Córdova A.F.': 1, 'Vallejo Galland B.': 1, 'Mendez Romero J.': 1, 'Salgado Cervantes M.': 1, 'Vargas Ortiz M.A.': 1, 'Rojas Cabeza J.': 1, 'Moreno Córdova E.': 1, 'Ochoa Terán A.': 1, 'Sonenshine D.': 1, 'Valenzuela J.G.': 1, 'Sotelo Mundo R.R.': 1, 'Valencia Rivera D.E.': 2, 'Hernández Cruz A.': 1, 'López Mata M.': 1, 'Góngora Chi G.': 1, 'Ballesteros Monreal M.': 1, 'Mendez Pfeiffer P.': 1, 'Méndez Encinas M.A.': 1, 'Méndez Murrieta B.': 1, 'j O.': 1, 'Bolado Martínez E.': 1, 'Álvarez Ainza M.L.': 1, 'Zarza García A.': 1, 'Arena Hernández M.': 1, 'Ledesma Osuna A.I.': 1, 'Sepúlveda-Moreno C.': 1}"
Román Pérez R.,Desarrollo Regional,4,8,0,0,1,0,0,2,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"{'Cubillas Rodríguez M.J.': 4, 'Domínguez Ibáñez S.E.': 3, 'Abril Valdez E.M.': 4, 'Carrera Lugo M.': 1, 'Icedo Zamora T.': 1, 'Fernandez Iglesias V.': 1, 'Alemán Mateo H.': 1, 'Quintana López V.': 2, 'Dávila Ortiz M.': 1}"
Leyva Trinidad D.A.,Desarrollo Regional,8,14,0,0,3,1,0,1,1,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,"{'García Barrón S.E.': 3, 'Verdugo Fuentes A.': 1, 'Hernández Moreno M.C.': 5, 'Lozano Ascencio O.': 1, 'Heredia Hernández D.': 1, 'Gallego Gauna C.': 2, 'Moreno Calle A.': 1, 'Gardea Béjar A.A.': 1, 'Félix Rábago A.': 1, 'Ortega Vélez M.I.': 1, 'Valenzuela Chacón J.': 1, 'Quesada-Ruiz A.': 1, 'Villarreal-Bañuelos E.': 1, 'Carmona Escutia R.': 2, 'Gschaedler A.': 1, 'Verdugo Fuentes A.A.': 2, 'Pérez Camarillo J.P.': 1, 'Gschaedler Mathis A.C.': 1, 'García Hernández J.': 1, 'Leyva García G.N.': 1, 'Madero Bautista L.': 1}"
Martínez Cordero F.J.,Mazatlán,9,9,0,0,1,0,0,0,0,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,"{'García Sifuentes C.O.': 1, 'Silva Ledezma L.P.': 2, 'Peraza Durán C.': 1, 'Pérez Vázquez A.': 1, 'Catalán Dibene C.': 3, 'Taddei Bringas I.C.': 3, 'Preciado Rodríguez J.M.': 2, 'PRECIADO RODRIGUEZ J.': 1}"
Salas Quesada M.,DDR,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Sandoval Godoy S.A.': 2, 'Núñez Noriega G.': 1, 'Wong González P.': 1}"
Sandoval Godoy S.A.,Desarrollo Regional,8,10,0,0,2,1,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"{'Salas Quesada M.': 2, 'Núñez Noriega G.': 1, 'Wong González P.': 1, 'Barajas Escamilla M.R.': 2, 'Suarez Gracida H.': 1, 'Carrazco Fuentes  A.': 2}"
Zuñiga Bravo F.,Instituto Nacional de Antropología e Historia,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Vázquez Medina J.A.': 1, 'Medina F.': 1}"
Vázquez Medina J.A.,Desarrollo Regional,6,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,1,0,0,"{'Zuñiga Bravo F.': 1, 'Medina F.': 1, 'Alemán Mateo H.': 1, 'Esparza Romero J.': 1, 'Calderón de la Barca Cota A.M.': 1, 'Ortega Vélez M.I.': 1, 'García Hernández J.': 1, 'López Álvarez E.E.': 1, 'Hernández González C.': 1, 'Baeza Jimenez R.': 1, 'Vásquez Lara F.': 1, 'Montalvo Corral M.': 1, 'Chávez Mendoza C.': 1, 'Robles Sardín A.E.': 1, 'Gallegos Aguilar A.C.': 1, 'Portillo Abril G.E.': 1, 'Ponce Martínez J.A.': 1, 'Bolaños Villar A.V.': 1}"
Medina F.,* Pendiente,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Zuñiga Bravo F.': 1, 'Vázquez Medina J.A.': 1}"
Bracamontes Nevárez J.,Desarrollo Regional,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,{'Camberos Castro M.': 2}
Huesca Reynoso L.,Desarrollo Regional,8,11,0,0,1,0,0,0,0,4,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,"{'Llamas Rembao L.': 3, 'Hurtado Bringas B.': 1, 'Ortiz Figueroa A.': 1, 'Llamas Rembao L.I.': 1, 'Sánchez Alcalde L.': 1, 'Grijalva Castro M.': 1, 'Meléndez Torres J.M.': 1}"
Martínez Porchas M.,TAOA,18,23,0,0,1,0,1,0,0,10,0,1,0,0,7,0,3,0,0,0,0,0,0,0,0,"{'Garibay Valdez E.': 9, 'Medina Félix D.': 5, 'Vargas Albores A.F.': 7, 'Cortés-Jacinto E.': 1, 'Martínez Córdova L.R.': 5, 'Robles Porchas G.': 1, 'Avila Villa L.': 1, 'Barco Mendoza G.': 1, 'Rodríguez Ramírez R.': 1, 'Villanueva Zayas J.': 1, 'Villa Lerma A.': 1, 'Vallejo Galland B.': 2, 'Delgado Domínguez J.': 1, 'Teutle Paredes J.': 1, 'Mazorra Manzano M.A.': 1, 'Ramírez Suárez J.C.': 1, 'Torres Llanez M.J.': 1, 'González Córdova A.F.': 1, 'Silva Ontiveros C.': 1, 'De los Santos Villalobos S.': 1, 'Torres Ramírez J.': 1, 'Piñón-Gimate A.': 1, 'Arreola Lizárraga J.A.': 1, 'Olivas-Bernal C.': 1, 'García Godínez D.': 1, 'Cicala F.': 1, 'Perez Jiménez G.': 2, 'Alvarez Villagomez C.': 2, 'Sepúlveda Quiroz C.': 1, 'Mendez Marín O.': 1, 'Martínez García R.': 1, 'Jesús Contreras R.': 1, 'Álvarez González C.A.': 1, 'De la Rosa García S.': 2, 'Sepúlveda-Quiroz C.': 1, 'Tovar-Ramirez D.': 1, 'Jimenez Martínez L.': 1, 'Álvarez-González F.': 1}"
Carvajal Millán E.,TAOA,22,28,0,0,1,0,0,0,0,7,0,0,0,0,6,2,11,0,0,0,1,0,0,0,0,"{'Domínguez Murúa O.': 1, 'Márquez Escalante J.A.': 8, 'Rascón Chu A.': 9, 'Campa Mada A.C.': 1, 'Encinas Romero M.': 1, 'Zavala Rivera P.': 1, 'Gómez Alvarez A.': 1, 'Miranda Arizmendi V.': 6, 'Fimbres Olivarría D.': 2, 'Miranda Baeza A.': 3, 'Lizardi Mendoza J.': 2, 'Méndez Encinas M.A.': 2, 'Cruz Amaya K.': 1, 'Hernández Martínez D.': 1, 'Del Toro Sánchez C.': 1, 'Martínez Robinson K.G.': 3, 'de Anda Flores Y.B.': 5, 'Cornejo Ramirez Y.I.': 1, 'González Segura E.': 2, 'Montaño Grijalva E.': 1, 'Rodríguez-Félix F.': 1, 'Armenta Villegas L.': 1, 'Del Toro-Sánchez C.': 1, 'TORRES ARREOLA W.': 1, 'Rodríguez Félix D.E.': 1, 'Tapia Hernández J.A.': 1, 'Barreras Urbina C.G.': 1, 'López Peña I.': 1, 'Burruel Ibarra S.E.': 1, 'Santos Sauceda I.': 1, 'Pompa Ramos J.': 1, 'Lara Espinoza C.': 1, 'Micard V.': 1, 'Antoine-Assor C.': 1, 'Troncoso Rojas R.': 1, 'Ohlmaier Delgadillo F.': 1, 'Brown Bojórquez F.': 3, 'Valencia Rivera D.E.': 1, 'Ortega García J.': 1, 'Mendez Pfeiffer P.': 1, 'Alday E.': 2, 'Garibay Escobar A.': 1, 'Velazquez Contreras C.': 1, 'Delgadillo Velázquez J.': 2, 'Huerta Ocampo J.A.': 2, 'Aguirre García M.': 1, 'Astiazarán García H.F.': 2, 'Garcia Sañudo M.': 3, 'Robles Ceceña M.': 1, 'Bojórquez Velázquez E.': 1, 'Ruiz May E.': 1}"
