Nombre,Institución,No. Documentos AC,No. Documentos No AC,No. Libro,No. Editor de libro,No. Capítulo de libro,No. Subcapítulo o artículo de libro,No. Árbitro o dictaminador de libro,No. Árbitro o dictaminador de capítulo de libro,No. Coordinador de libro,No. Artículo científico,No. Editor de revista,No. Miembro de comité editorial,No. Editor asignado por número especial,No. Editor asignado por artículo,No. Árbitro de artículos de revista,No. Publicaciones derivadas de eventos colectivos,No. Conferencias/Congresos/Reuniones Cientificas,"No. Organización de eventos académicos, de extensión y difusión",No. Otras participaciones en eventos,No. Evaluador de proyectos,No. Premios,No. Informe interno anual de actividades,No. Sistema Nacional de Investigadores,No. Sistema Sinaloense de Investigadores y Tecnólogos,No. Academia Mexicana de Ciencias,Colaboradores
Aispuro Hernández E.,TAOV,7,17,0,0,3,0,0,0,0,5,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,"{'Quintana Obregón E.A.': 3, 'Martínez Téllez M.A.': 9, 'Vargas Ortiz M.A.': 1, 'Ramírez Bustos I.': 1, 'Vargas Arispuro I.C.': 7, 'Borbón Morales C.G.': 2, 'González Pérez C.J.': 2, 'Corrales Maldonado C.G.': 1, 'Pérez Morales R.': 1, 'Ávila Quezada G.D.': 1, 'Hernandez Mendoza E.': 1, 'Peña Ramos E.A.': 1, 'Juneja V.K.': 1, 'González Ríos H.': 1, 'Paredes Aguilar M.C.': 1, 'Valenzuela Melendres M.': 1, 'Sánchez Sánchez M.': 2, 'Tovar Pedraza J.M.': 1, 'González Pérez C.': 1, 'Sánchez-Sánchez M.': 1, 'Rochín Wong C.S.': 1, 'Tánori Córdova J.': 1, 'Ayala Zavala J.F.': 1, 'Hernández Mendoza A.': 1, 'Arámburo Gálvez J.': 2, 'Figueroa Salcido O.': 2, 'Vergara Jiménez M.J.': 2, 'Ontiveros N.': 2, 'Sanchez Cerpa K.': 1, 'Virgen Ortiz J.J.': 1}"
Leyva García G.N.,Guaymas,6,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0,"{'Aguilera Marquez D.': 2, 'Bastidas Bastidas P.J.': 2, 'Jara Marini M.E.': 1, 'García Hernández J.': 4, 'Gutiérrez Valenzuela A.': 1, 'Morales Valenzuela R.': 1, 'Madero Bautista L.': 3, 'Leyva Morales J.B.': 1, 'Hernández Moreno M.C.': 2, 'Ortega Vélez M.I.': 1, 'Cisneros Mata M.A.': 1, 'Leyva Trinidad D.A.': 1, 'Gallego Gauna C.': 1}"
Cruz Valenzuela M.R.,TAOV,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,{}
Palma Durán S.A,Ciencia de los Alimentos,5,8,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,"{'Duft R.': 2, 'Bonfante I.': 2, 'Chacon-Mikahil M.': 2, 'Griffin J.': 2, 'Cavaglieri C.': 2, 'Morgan D.': 1, 'Combet E.': 1, 'Johnson M.': 1, 'Savvidou M.': 1, 'Delphin M.': 1, 'Silva dos Santos M.': 1, 'Martyn E.': 1, 'Waddilove E.': 1, 'Wall E.': 1, 'Gibson Maponga T.': 1, 'Martin J.': 1, 'De Lara C.': 1, 'Klenerman P.': 1, 'Barnes E.': 1, 'MacRae J.': 1, 'Matthews P.': 1, 'Valenzuela Quintanar A.I.': 1, 'Robles Burgueño M.R.': 1, 'Vázquez Moreno L.': 1, 'Molinares Gutiérrez J.': 1, 'Cázares Rendón A.': 1}"
Recillas Mota M.T.,Guaymas,7,12,0,0,0,0,0,0,0,1,0,0,0,0,3,1,5,2,0,0,0,0,0,0,0,"{'Coca Hidalgo J.': 2, 'Fernandez Quiroz D.': 1, 'Lizardi Mendoza J.': 4, 'Peniche Covas C.': 2, 'Goycoolea F.': 1, 'Argüelles Monal W.M.': 4, 'Martínez Flores A.': 1, 'Romero Rosales T.': 1, 'Hernández-Polito A.': 1, 'Solís-Martínez M.': 1, 'Rojas-Hernández S.': 1, 'López Gastélum A.': 1, 'Fernández Quiroz J.D.': 2, 'Silva Gutiérrez L.L.': 3, 'Ruiz Pardo C.A.': 1}"
Reyes Díaz R.,TAOA,10,16,0,0,2,0,0,0,0,3,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,"{'Vallejo Galland B.': 6, 'Beltrán Barrientos L.M.': 4, 'González Córdova A.F.': 6, 'Hernández Mendoza A.': 6, 'Estrada Montoya M.C.': 1, 'Torres Llanez M.J.': 1, 'Castro López C.': 1, 'Méndez Romero J.': 2, 'Pastor Palacios G.': 1, 'García H.S.': 1, 'Cuevas González P.': 1, 'Santiago López L.': 1, 'Beltrán Barrientos L.': 1, 'Heredia Castro P.': 1, 'Mendez Romero J.': 1}"
Saenz Hidalgo H.K.,Delicias,6,12,0,0,0,0,0,0,0,3,0,0,0,0,1,0,4,2,2,0,0,0,0,0,0,"{'Olivas Tarango A.L.': 1, 'Porras Chavira A.A.': 1, 'Ruiz Anchondo T.J.': 1, 'Leyva Mir S.G.': 1, 'Tarango Rivero S.H.': 1, 'Avila Quezada G.D.': 3, 'García Moncayo A.': 1, 'Ochoa Reyes E.': 1, 'Gonzalez Perez P.': 1, 'Muñoz Castellanos L.N.': 2, 'Sepúlveda Ahumada D.R.': 1, 'Buenrostro Figueroa J.J.': 2, 'Alvarado González S.M.': 3, 'Sánchez Chávez E.': 2, 'Orduño Cruz N.': 1, 'MAHENDRA R.': 1, 'Olalde-Portugal V.': 2, 'Rodríguez Corral J.': 1, 'Gardea Béjar A.A.': 1, 'Guigón López C.': 2, 'Alvarado Chacón M.': 1, 'Rodriguez Martinez E.': 1, 'Jacobo Cuellar J.L.': 1, 'Ojeda D.': 1}"
Balandrán Quintana R.R.,TAOV,10,13,0,0,0,0,0,0,0,2,0,0,0,0,8,0,1,0,0,1,0,0,1,0,0,"{'Mendoza Wilson A.M.': 2, 'Azamar Barrios J.A.': 1, 'Cabellos J.': 2, 'Sandoval Larios G.': 1, 'Palafox Felix S.': 1, 'Armenta Corral R.I.': 1, 'García Hernández J.': 1, 'Ramos Clamont Montfort G.': 1}"
Salido Araiza P.L.,Desarrollo Regional,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,{}
Pérez Rubio V.,Culiacán,4,8,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,"{'Muy Rangel M.D.': 4, 'San Martín Hernández C.': 3, 'Campos Sauceda J.P.': 3, 'Quintana Obregón E.A.': 3, 'Báez Sañudo M.A.': 2, 'Contreras Martínez R.': 2, 'Valenzuela Lagarda J.L.': 2, 'Rubio Carrasco W.': 2, 'Sánchez Valdez E.': 2, 'Carrillo Fasio J.A.': 1, 'Heredia . J.B.': 3, 'Vargas Ortiz M.A.': 1, 'López Romero R.': 1, 'Uranga Soto M.': 1, 'Hernández Gutiérrez A.K:': 1, 'Delfín Lerma M.': 1}"
Aguilar Zárate G.,Mazatlán,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"{'Rodríguez Ibarra L.E.': 2, 'Abdo de la Parra M.I.': 2, 'Velasco Blanco G.': 2, 'Martínez Brown J.M.': 1, 'Martínez Rodríguez I.E.': 1, 'Hernández Sain J.': 1, 'Hernández González C.': 1, 'García Aguirre J.': 1, 'Plascencia González H.G.': 1, 'Domínguez Jiménez V.P.': 1, 'Sánchez Rodríguez M.A.': 1, 'López Osorio Y.': 1, 'Montijo Galindo A.': 1, 'Cervantes Escobar A.': 1, 'Puello Cruz A.C.': 1, 'Ceballos Bernal M.C.': 1, 'Hernández Cornejo R.': 1, 'Medina Guerrero R.M.': 1, 'Bolán Mejía M.C.': 1, 'Enciso Ibarra J.': 1, 'Aguilar Rendón K.': 1, 'Abad Rosales S.M.': 1, 'Marrujo López F.I.': 1, 'Lozano Olvera R.': 1, 'Santos Ballardo D.U.': 1, 'Betancourt Lozano M.': 1, 'Luna Avelar K.D.': 1, 'Morales Covarrubias M.S.': 1, 'Silva Alonso F.': 1, 'VEGA VALENZUELA M.': 1, 'Angulo García X.C.': 1, 'Durán Niebla J.A.': 1, 'Almazán Rueda P.': 1}"
Lugo Armenta A.,LIC,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"{'Góngora Gómez A.': 1, 'García Ulloa M.': 3, 'Abad Rosales S.M.': 3, 'Góngora Gómez A.M.': 2}"
Aguirre Sánchez J.R.,Universidad Autónoma de Sinaloa,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,"{'Garrido Palazuelos L.': 3, 'Mukhtar M.': 3, 'Ali-Khan S.': 2, 'Ahmed-Khan H.': 3, 'López Cuevas O.': 2, 'González Torres B.': 2, 'Castro Del Campo N.': 2, 'Chaidez Quiroz C.': 2, 'Medrano Félix J.A.': 3, 'Almanza Orduño A.A.': 1}"
Fernandez Iglesias V.,DDR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'Román Pérez R.': 1, 'Alemán Mateo H.': 1, 'Domínguez Ibáñez S.E.': 1, 'Quintana López V.': 1}"
Méndez Encinas M.A.,Universidad de Sonora,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,"{'Miranda Arizmendi V.': 1, 'Fimbres Olivarría D.': 1, 'Miranda Baeza A.': 1, 'Rascón Chu A.': 1, 'Márquez Escalante J.A.': 1, 'Lizardi Mendoza J.': 1, 'Carvajal Millán E.': 2, 'Castro Enciso I.': 1, 'Valencia Rivera D.E.': 2, 'Martínez Robinson K.G.': 1, 'Ortega García J.': 2, 'Ballesteros Monrreal M.': 1, 'Mendez Pfeiffer P.': 3, 'Alday E.': 1, 'Garibay Escobar A.': 1, 'Velazquez Contreras C.': 1, 'Ballesteros Monreal M.': 1, 'Méndez Murrieta B.': 1, 'j O.': 1, 'Bolado Martínez E.': 1, 'Álvarez Ainza M.L.': 1, 'Zarza García A.': 1, 'Ayala Zavala J.F.': 1, 'Arena Hernández M.': 1, 'Valencia D.': 1}"
Paredes Aguilar M.C.,Guaymas,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,"{'Hernandez Mendoza E.': 2, 'Peña Ramos E.A.': 2, 'Juneja V.K.': 2, 'Martínez Téllez M.A.': 2, 'González Ríos H.': 2, 'Valenzuela Melendres M.': 1, 'Aispuro Hernández E.': 1, 'Rivero Montes L.K.': 4, 'Gallo Reynoso J.P.': 1, 'García Hernández J.': 2, 'Llamas Romo A.': 1, 'Pérez Tello M.G.': 2, 'Aguilera Marquez D.': 1, 'Barba Acuña I.D.': 1, 'Valdez Cisneros E.': 1, 'Hernández Morales T.': 1}"
Tapia Rodríguez M.R.,* Pendiente,1,7,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'Vázquez Armenta F.J.': 4, 'Lopez Zavala A.': 1, 'Gutiérrez Pacheco M.': 1, 'Encinas Basurto D.': 1, 'Ayala Zavala J.F.': 7, 'Bernal Mercado A.': 3, 'Othon Diaz E.': 2, 'Beltran Martinez M.': 3, 'Cantú Soto E.U.': 2, 'López Romero J.C.': 2, 'García Galaz A.': 2, 'Silva Espinoza B.A.': 2, 'Enciso Martínez Y.': 1, 'Zuñiga Martinez B.': 1, 'Fimbres Garcia J.': 1, 'Flores Sauceda M.': 1, 'Alvarez Armenta A.': 1, 'Gómez Alvarez A.': 1, 'Robles Zepeda R.E.': 1, 'Torres Moreno H.': 1}"
Caire Juvera G.,Nutrición,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"{'Enríquez Mada K.': 1, 'Nindenshuti P.': 2, 'Saucedo Tamayo M.S.': 2, 'Valle B.': 1, 'Enriquez Mada K.': 1, 'Mendivil Armenta M.': 1}"
Valadez Blanco R.,* Pendiente,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'Bautista García A.': 1, 'Mazorra Manzano M.A.': 1, 'Guadarrama Mendoza P.': 1}"
Bastidas Bastidas P.J.,Culiacán,4,17,0,0,0,0,0,0,0,10,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,"{'Picos Salas M.': 1, 'Leyva López N.': 3, 'Antunes Ricardo M.': 1, 'Cabanillas Bojórquez L.': 2, 'Angulo Escalante M.A.': 1, 'Heredia . J.B.': 5, 'Gutierrez Grijalva E.P.': 4, 'Aguilera Marquez D.': 2, 'Leyva García G.N.': 2, 'Jara Marini M.E.': 1, 'García Hernández J.': 4, 'Jimenez Ortega L.': 2, 'López Romero B.': 1, 'Heredia Bátiz J.': 1, 'Manjarrez Quintero J.': 1, 'Valdez Baro O.': 1, 'García Estrada R.S.': 1, 'Contreras Angulo L.A.': 2, 'Leyva Morales J.B.': 3, 'Salvatierra Stamp V.': 1, 'González Marquez L.': 1, 'Davison Y.': 1, 'Márquez-Pacheco H.': 1, 'Amillano Cisneros J.M.': 1, 'Cruz Acevedo E.': 1, 'Amézquita López B.A.': 1, 'Romo Gomez C.': 2, 'De la Torre Espinosa Z.': 1, 'Rodriguez Aguilar B.': 1, 'Diaz Corona D.': 1, 'López López M.E.': 1, 'Ayón Reyna L.E.': 1, 'Caro Corrales J.': 1, 'Gutiérrez Dorado R.': 1, 'Vega García M.O.': 1, 'Leyva Morales J.': 2, 'Calderon Araya R.': 1, 'Palma Rubilar P.': 1, 'Zambrano Soria M.': 1, 'Olmeda Rubio C.': 2, 'Acevedo Sandoval O.': 2, 'Camacho López C.': 1, 'Germán Soto B.': 1, 'Garcia Carrasco M.': 1, 'Valdez Torres J.B.': 2, 'Espinosa Reyes G.': 1, 'Bautista F.': 1, 'Cuevas Sánchez B.': 1, 'Pineda Landeros J.M.': 1, 'Sanchez Armenta C.': 1, 'Castro Del Campo N.': 1, 'Hernandez Cepeda C.': 1, 'Chaidez Quiroz C.': 1, 'Gutiérrez Valenzuela A.': 1, 'Morales Valenzuela R.': 1, 'Madero Bautista L.': 1}"
Romero L.,Universidad de Granada,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"{'Sánchez Chávez E.': 2, 'Anchondo Paez J.': 2, 'Ramírez Estrada C.': 2, 'Ochoa Chaparro E.': 2, 'Hernández Figueroa K.': 1}"
Montes Nuñez V.,EXT,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"{'Herrera Alvarez R.': 3, 'Santos Ballardo D.U.': 3, 'Betancourt Lozano M.': 3, 'Gómez Gil Rodríguez Sala B.': 2, 'Navarro Barrón E.': 2, 'Luna Avelar K.D.': 3, 'Gonzalez Arenas Y.': 1}"
Sánchez Valdez E.,Culiacán,2,8,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,"{'Muy Rangel M.D.': 6, 'San Martín Hernández C.': 2, 'Campos Sauceda J.P.': 2, 'Quintana Obregón E.A.': 2, 'Báez Sañudo M.A.': 2, 'Contreras Martínez R.': 2, 'Pérez Rubio V.': 2, 'Valenzuela Lagarda J.L.': 2, 'Rubio Carrasco W.': 2, 'Carrillo Fasio J.A.': 1, 'Heredia . J.B.': 1, 'Hinojosa Gómez J.': 6, 'Ley López N.': 6, 'Medina Lopez r.': 2, 'Yáñez Juárez M.': 2, 'Castro Diego J.': 2, 'López Beltrán M.': 2}"
Magaña Gómez J.A.,Universidad Autónoma de Sinaloa,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"{'Ávalos Camacho C.': 2, 'Calderón de la Barca Cota A.M.': 2, 'Aguayo Patrón S.V.': 2, 'Valenzuela Miranda J.R.': 2, 'Esparza Ocampo K.': 2, 'Angulo Rojo C.': 2, 'Guadrón Llanos A.': 2, 'Picos Cárdenas V.': 2, 'Gastelum Espinoza W.': 1}"
Contreras Martínez R.,Culiacán,1,9,0,0,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,"{'Muy Rangel M.D.': 4, 'San Martín Hernández C.': 2, 'Campos Sauceda J.P.': 2, 'Quintana Obregón E.A.': 2, 'Báez Sañudo M.A.': 9, 'Pérez Rubio V.': 2, 'Valenzuela Lagarda J.L.': 2, 'Rubio Carrasco W.': 2, 'Sánchez Valdez E.': 2, 'Carrillo Fasio J.A.': 6, 'Heredia . J.B.': 1, 'Gil Salido A.': 1, 'Sortillón Sortillón A.': 1, 'Osuna Enciso T.': 1, 'Islas Osuna M.A.': 1, 'Rodriguez Alvarez L.': 1, 'Zazueta Peña D.': 1, 'López Orona C.A.': 2, 'Martinez Gallardo J.A.': 2, 'Estrada Acosta M.D.': 1, 'Estrada Acosta M.': 1}"
Romero Rosales T.,Universidad Autónoma de Guerrero,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'Martínez Flores A.': 1, 'Recillas Mota M.T.': 1, 'Hernández-Polito A.': 1, 'Solís-Martínez M.': 1, 'Rojas-Hernández S.': 1}"
Ontiveros N.,* Pendiente,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"{'Aispuro Hernández E.': 2, 'Arámburo Gálvez J.': 2, 'Figueroa Salcido O.': 2, 'Vergara Jiménez M.J.': 2}"
Contreras Vergara C.A.,TAOV,2,9,0,0,0,0,0,0,0,2,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,"{'López Virgen A.': 1, 'Dautt  Castro M.': 1, 'Ulloa Llanes L.': 1, 'Casas Flores S.': 1, 'Hernández Oñate M.A.': 2, 'Sotelo Mundo R.R.': 1, 'Vélez de la Rocha R.': 1, 'Islas Osuna M.A.': 7, 'Cruz Moreno D.': 1, 'Hernández Aguirre L.': 1, 'Peregrino Uriarte A.B.': 1, 'Leyva Carrillo L.': 1, 'Gómez Jiménez S.': 1, 'Hernández López J.': 1, 'Yépiz Plascencia G.M.': 1, 'Ulloa Mungarro L.': 2, 'Moreno Córdova E.': 2, 'García Orozco K.D.': 2, 'Sánchez Paredes E.': 2, 'Gastélum Cano J.': 2, 'García Galaz A.': 2, 'Valenzuela J.G.': 2, 'Robles Zepeda R.E.': 2, 'Valenzuela Aviles J.': 1, 'Cruz Mendivil A.': 1, 'Calderon Vázquez C.': 1, 'Tiznado Hernández M.E.': 1}"
Astiazarán García H.F.,Nutrición,2,13,0,0,0,0,0,0,0,6,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,"{'Dominguez Avila J.A.': 1, 'Salazar López N.': 1, 'Montiel Herrera M.': 1, 'Corella Salazar D.': 1, 'Rodrigo García J.': 1, 'Villegas Ochoa M.A.': 1, 'González Aguilar G.A.': 3, 'Guzmán León A.E.': 1, 'Avila Prado J.': 1, 'Bracamontes Picos L.': 1, 'Haby de Sosa M.M.': 1, 'Stein K.': 1, 'López Teros V.': 1, 'Peñúñuri Pacheco N.': 2, 'Moreno Garcia Y.': 1, 'González Ríos H.': 2, 'López Franco Y.L.': 1, 'Tortoledo Ortiz O.': 2, 'Pérez-Báez A.': 1, 'Dávila Ramirez J.L.': 1, 'Lizardi Mendoza J.': 2, 'Valenzuela Melendres M.': 4, 'González González J.': 2, 'Guerrero Encinas I.': 2, 'Acuña Juanz A.': 1, 'Ayala Zavala J.F.': 2, 'López Mata M.A.': 1, 'Pérez Morales R.': 1, 'Quihui Cota L.': 2, 'Morales Figueroa G.G.': 1, 'López-Mata M.': 1, 'Rivas Cáceres R.': 1, 'González Noriega J.': 2, 'Hernández Mendoza A.': 3, 'Islava Lagarda T.Y.': 2, 'Huerta Ocampo J.A.': 3, 'de la Garza Hernandez A.': 1, 'Peña Ramos E.A.': 2, 'Delgadillo Velázquez J.': 2, 'Carvajal Millán E.': 2, 'Aguirre García M.': 1, 'Alday E.': 1, 'Molina Duarte D.': 2, 'García Alegría A.': 1, 'Rascón Careaga A.': 2, 'Canett Romero R.': 1, 'Soufflé Vázquez S.': 1, 'Anduro Corona I.': 2, 'Jara Marini M.E.': 1, 'Meléndez Torres J.M.': 1, 'Castro Acosta M.': 1, 'García Alegría A.M.': 1, 'Soufflé S.': 1, 'Bojórquez Velázquez E.': 1, 'Ruiz May E.': 1}"
Bayardo Rosales H.,MC,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,"{'Contreras Soto M.': 1, 'Carrillo Fasio J.A.': 4, 'Heredia . J.B.': 4, 'Manjarrez Quintero J.': 4, 'Tovar Pedraza J.M.': 4, 'Valdez Baro O.': 3}"
Nuñez Garcia P.,DC,2,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"{'Salazar Mesta R.': 1, 'Camacho Tapia M.': 1, 'Vieira W.': 4, 'Contreras Soto M.': 1, 'Tovar Pedraza J.M.': 6, 'Cruz Lachica I.': 3, 'García Estrada R.S.': 4, 'Marquez Zequera I.': 1, 'Márquez Licona G.': 1, 'Carrillo Fasio J.A.': 1, 'Cámara Correia K.': 1, 'Nieto López E.H.': 1, 'Mora Romero G.': 1, 'Valdez Torres J.B.': 1, 'López Orona C.A.': 1, 'Rebollar Alvíter A.': 1, 'Ramírez Gil J.': 1, 'Correia K.C.': 1, 'León Félix J.': 1}"
Manjarrez Quintero J.,DC,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,"{'Valdez Baro O.': 6, 'García Estrada R.S.': 3, 'Contreras Angulo L.A.': 1, 'Bastidas Bastidas P.J.': 1, 'Heredia . J.B.': 6, 'Cabanillas Bojórquez L.': 1, 'Gutierrez Grijalva E.P.': 1, 'Bayardo Rosales H.': 4, 'Contreras Soto M.': 1, 'Carrillo Fasio J.A.': 4, 'Tovar Pedraza J.M.': 6}"
Valdez Baro O.,DC,2,9,0,0,3,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,"{'Jimenez Ortega L.': 3, 'Orozco Ochoa A.': 1, 'Heredia . J.B.': 8, 'Bernal Millán M.': 1, 'Rivera Salas M.': 1, 'Cabanillas Bojórquez L.': 2, 'Gutierrez Grijalva E.P.': 2, 'Manjarrez Quintero J.': 6, 'García Estrada R.S.': 3, 'Contreras Angulo L.A.': 1, 'Bastidas Bastidas P.J.': 1, 'Carrillo Fasio J.A.': 3, 'Bayardo Rosales H.': 3, 'Tovar Pedraza J.M.': 5}"
López López A.,DC,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'Tovar Pedraza J.M.': 2, 'León Félix J.': 1, 'Allende Molar R.': 1, 'Lima N.B.': 2, 'Marquez Zequera I.': 1, 'García Estrada R.S.': 1, 'NORZAGARAY-VALENZUELA C.': 1, 'Báez Flores M.': 1, 'Rojo Báez I.': 1}"
López Corrales R.,DC,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"{'Cota Barreras C.': 2, 'García Estrada R.S.': 3, 'Avalos Castro R.': 1, 'García León E.': 1, 'Ramírez Soto M.': 1, 'Tovar Pedraza J.M.': 4, 'Michereff K.C.': 2, 'Correia K.C.': 2, 'Nieto López E.H.': 1, 'Mora Romero G.': 3, 'León Félix J.': 1, 'Contreras Soto M.': 1, 'Cámara Correia K.': 1}"
Madera García J.,EXT,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'Pérez Morales R.': 1, 'Pinelli Saavedra A.': 1}"
Felix Medina J.,Universidad Politécnica del Mar y la Sierra,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,"{'González Ramírez K.': 2, 'Santos Ballardo D.U.': 2, 'Gárate Osuna  A.': 2, 'Luna Avelar K.D.': 2, 'Betancourt Lozano M.': 2}"
Díaz Zavala R.G.,Universidad de Sonora,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'Guerrero Magaña D.': 1, 'Urquijo Ruiz L.': 1, 'Ruelas Yanes A.': 1, 'Martínez Contreras T.J.': 2, 'Candia Plata M.D.': 1, 'Esparza Romero J.': 2, 'Haby de Sosa M.M.': 2, 'Ramirez Rivera D.': 1, 'Álvarez Hernández G.': 1, 'Bello Chavolla O.': 1}"
Hinojosa Gómez J.,DC,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,"{'Aviles Rivera Y.': 1, 'Valdez Torres J.B.': 1, 'Campos Sauceda J.P.': 1, 'Heredia . J.B.': 1, 'Muy Rangel M.D.': 5, 'Sánchez Valdez E.': 6, 'Ley López N.': 6, 'Medina Lopez r.': 2, 'Yáñez Juárez M.': 2, 'Castro Diego J.': 2, 'López Beltrán M.': 2}"
Medina Lopez r.,* Pendiente,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"{'Yáñez Juárez M.': 2, 'Hinojosa Gómez J.': 2, 'Castro Diego J.': 2, 'Sánchez Valdez E.': 2, 'López Beltrán M.': 2, 'Ley López N.': 2}"
Ibarra Valenzuela A.,DC,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"{'Troncoso Rojas R.': 4, 'Islas Rubio A.R.': 4, 'Samsudin H.': 4, 'Peralta . E.': 4, 'Soto Valdez H.': 4}"
Valdez Morales M.,DC,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'Carrillo Fasio J.A.': 2, 'García Estrada R.S.': 2, 'Cámara Correia K.': 1, 'Cruz Lachica I.': 1, 'Tovar Pedraza J.M.': 2, 'Marquez Zequera I.': 1, 'León Félix J.': 1}"
Aguilar Pérez V.H.,* Anónima,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'García León E.': 2, 'Tovar Pedraza J.M.': 2, 'Valbuena Gaona L.': 1, 'Leyva Madrigal K.': 1, 'Mora Romero G.': 1, 'Ramírez Gil J.': 1, 'Sauceda Acosta C.P.': 1, 'Beltrán Peña H.': 1}"
Sánchez Gutiérrez Y.,* Pendiente,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'García León E.': 1, 'Beltrán Peña H.': 1, 'Mora Romero G.': 1, 'Tovar Pedraza J.M.': 1}"
Rodríguez-Arellano S.,* Pendiente,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'González Gómez J.': 1, 'Gómez Gil Rodríguez Sala B.': 1, 'Vergara Jiménez M.J.': 1, 'Chaidez Quiroz C.': 2, 'Vergara Jiménez M.': 1, 'González Gómez J.P.': 1, 'González Ávila M.': 1}"
González Valencia D.G.,Universidad Autonoma de Baja California,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"{'Ortega Vélez M.I.': 3, 'Bon Padilla K.': 2, 'Contreras Paniagua A.D.': 2, 'Portillo Abril G.E.': 2, 'Laprada Villegas A.': 1, 'Crespo N.': 1, 'Olvera C.': 1, 'Reyes Pavón D.': 1}"
